id,nombre,seccion,colonia,municipio,celular,email,latitud,longitud,segmento,canal,mensaje_tipo,fecha_contacto,encuestador
PP645-0143,Fernando Reyes Vazquez,645,Ejido Coahuila,Puerto Penasco,,,31.312866,-113.52142,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-09,Brigadista-10
PP645-0144,Juan Valenzuela Sanchez,645,Colonia Pescadores,Puerto Penasco,6388634097,,31.310372,-113.520375,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-06
PP645-0145,Guadalupe Acosta Torres,645,La Marina,Puerto Penasco,6383728089,guadalupe.46@gmail.com,31.311652,-113.520594,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-19,Brigadista-05
PP645-0146,Rosa Rodriguez Lizarraga,645,La Marina,Puerto Penasco,6381085400,,31.310195,-113.528896,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-26,Brigadista-01
PP645-0147,Ernesto Torres Hernandez,645,Fraccionamiento del Mar,Puerto Penasco,6383393173,,31.314215,-113.528031,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-27,Brigadista-07
PP645-0148,Oscar Bojorquez Ramos,645,Ejido Suviri,Puerto Penasco,6388089435,,31.309762,-113.528541,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-13,Brigadista-02
PP645-0149,Patricia Ibarra Cardenas,645,El Cholla,Puerto Penasco,,,31.312314,-113.521035,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-27,Brigadista-05
PP645-0150,Carmen Ruiz Acosta,645,Fraccionamiento Penasco,Puerto Penasco,6387307661,,31.310317,-113.524306,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-07
PP645-0151,Ernesto Bojorquez Acosta,645,Ejido Coahuila,Puerto Penasco,6388175098,,31.312969,-113.524554,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-10,Brigadista-08
PP645-0152,Eduardo Hernandez Ramirez,645,La Marina,Puerto Penasco,6385070918,,31.314746,-113.524265,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-07,Brigadista-03
PP645-0153,Ana Zazueta Ramirez,645,Ejido Suviri,Puerto Penasco,6381099872,,31.314208,-113.521216,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-04,Brigadista-09
PP645-0154,Carlos Valenzuela Perez,645,La Marina,Puerto Penasco,6389077690,,31.308654,-113.528777,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-11,Brigadista-01
PP645-0155,Ana Morales Torres,645,Los Medanos,Puerto Penasco,6383288458,ana.96@gmail.com,31.311732,-113.524035,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-24,Brigadista-03
PP645-0156,Margarita Perez Ochoa,645,Centro,Puerto Penasco,6389485991,,31.308939,-113.52818,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-18,Brigadista-02
PP645-0157,Sofia Vazquez Esquer,645,Playas de Encanto,Puerto Penasco,6388253691,sofia.12@gmail.com,31.309527,-113.524937,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-26,Brigadista-03
PP645-0158,Hector Cruz Ochoa,645,Los Medanos,Puerto Penasco,,hector.95@gmail.com,31.309437,-113.523384,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-21,Brigadista-10
PP645-0159,Carlos Acosta Moreno,645,Colonia Pescadores,Puerto Penasco,6383485821,carlos.68@gmail.com,31.310925,-113.523292,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-22,Brigadista-10
PP645-0160,Fernando Lopez Bojorquez,645,El Cholla,Puerto Penasco,6388850178,,31.31272,-113.523447,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-05
PP645-0161,Ernesto Morales Bojorquez,645,Ejido Suviri,Puerto Penasco,6389607469,ernesto.93@gmail.com,31.311663,-113.527847,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-06
PP645-0162,Miguel Mendoza Ruiz,645,Ejido Suviri,Puerto Penasco,6382144375,,31.311386,-113.524227,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-25,Brigadista-08
PP645-0163,Ernesto Vazquez Ramirez,645,Villa Bonita,Puerto Penasco,6386840068,,31.312732,-113.525044,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-09,Brigadista-07
PP645-0164,Roberto Perez Perez,645,Los Medanos,Puerto Penasco,6388992883,roberto.39@gmail.com,31.313231,-113.528999,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-05,Brigadista-12
PP645-0165,Ricardo Moreno Gonzalez,645,Las Conchas,Puerto Penasco,,,31.314228,-113.52832,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-22,Brigadista-01
PP645-0166,Jose Reyes Cardenas,645,Playas de Encanto,Puerto Penasco,,,31.313436,-113.528611,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-08,Brigadista-03
PP645-0167,Alejandro Lizarraga Esquer,645,La Marina,Puerto Penasco,,alejandro.30@gmail.com,31.309633,-113.524132,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-11,Brigadista-09
PP645-0168,Carlos Morales Lopez,645,El Cholla,Puerto Penasco,,,31.312213,-113.527543,Multiplicadores,Visita,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-07,Brigadista-07
PP645-0169,Diana Lizarraga Cruz,645,Colonia Nuevo Penasco,Puerto Penasco,6388947918,,31.310584,-113.521533,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-06,Brigadista-10
PP645-0170,Fernando Ibarra Gastelum,645,Puerto Viejo,Puerto Penasco,,,31.313694,-113.521632,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-23,Brigadista-09
PP645-0171,Hector Valenzuela Martinez,645,El Mirador,Puerto Penasco,6385863655,,31.309841,-113.528208,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-31,Brigadista-07
PP645-0172,Manuel Gonzalez Ramos,645,La Marina,Puerto Penasco,6387697794,,31.314166,-113.528655,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-18,Brigadista-12
PP645-0173,Alejandro Martinez Lopez,645,Villa Bonita,Puerto Penasco,,,31.314607,-113.524052,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-27,Brigadista-06
PP645-0174,Laura Rodriguez Ramos,645,Los Medanos,Puerto Penasco,,laura.82@gmail.com,31.309663,-113.528731,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-13,Brigadista-10
PP645-0175,Carmen Ochoa Ramirez,645,Fraccionamiento del Mar,Puerto Penasco,6381700297,carmen.73@gmail.com,31.312418,-113.523914,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-16,Brigadista-04
PP645-0176,Roberto Martinez Rodriguez,645,Centro,Puerto Penasco,6384291258,,31.310332,-113.525404,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-11,Brigadista-07
PP645-0177,Ana Gastelum Gastelum,645,El Cholla,Puerto Penasco,6388209482,,31.312013,-113.522664,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-19,Brigadista-03
PP645-0178,Claudia Bojorquez Cruz,645,Villa Bonita,Puerto Penasco,6388323671,,31.312439,-113.528207,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-30,Brigadista-04
PP645-0179,Hector Lopez Garcia,645,El Mirador,Puerto Penasco,6381954349,hector.26@gmail.com,31.313736,-113.522533,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-12,Brigadista-03
PP645-0180,Sofia Jimenez Ramirez,645,Ejido Suviri,Puerto Penasco,6389031276,,31.31235,-113.526454,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-26,Brigadista-02
PP645-0181,Roberto Esquer Ruiz,645,Ejido Coahuila,Puerto Penasco,6385910412,,31.313774,-113.522957,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-30,Brigadista-09
PP645-0182,Carlos Rodriguez Bojorquez,645,Colonia Pescadores,Puerto Penasco,,,31.311939,-113.526411,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-23,Brigadista-08
PP645-0183,Diana Ortiz Ruiz,645,Colonia Nuevo Penasco,Puerto Penasco,6383059370,,31.30921,-113.527442,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-08,Brigadista-03
PP645-0184,Sandra Sanchez Martinez,645,Los Medanos,Puerto Penasco,6381566334,sandra.85@gmail.com,31.311256,-113.52716,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-08,Brigadista-05
PP645-0185,Ricardo Lizarraga Martinez,645,Ejido Suviri,Puerto Penasco,,,31.310168,-113.528507,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-17,Brigadista-04
PP645-0186,Ana Ruiz Lopez,645,Ejido Coahuila,Puerto Penasco,6381436075,,31.311194,-113.527613,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-06
PP645-0187,Margarita Martinez Valenzuela,645,Colonia Pescadores,Puerto Penasco,,,31.313753,-113.521149,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-12
PP645-0188,Monica Gastelum Jimenez,645,Barrio Antiguo,Puerto Penasco,,,31.313733,-113.522535,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-10
PP645-0189,Veronica Mendoza Hernandez,645,El Mirador,Puerto Penasco,,,31.31441,-113.527132,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-02,Brigadista-06
PP645-0190,Maria Sanchez Ruiz,645,Villa Bonita,Puerto Penasco,6385437867,,31.309975,-113.52686,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-12,Brigadista-08
PP645-0191,Monica Morales Moreno,645,Las Conchas,Puerto Penasco,6382334575,monica.88@gmail.com,31.312589,-113.526055,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-19,Brigadista-06
PP645-0192,Veronica Vazquez Lizarraga,645,El Cholla,Puerto Penasco,,veronica.32@gmail.com,31.310026,-113.525324,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-24,Brigadista-10
PP645-0193,Patricia Bernal Esquer,645,Villa Bonita,Puerto Penasco,6381703897,,31.312702,-113.527182,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-29,Brigadista-01
PP645-0194,Sergio Lopez Ramos,645,Ejido Coahuila,Puerto Penasco,,sergio.74@gmail.com,31.313987,-113.529118,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-12,Brigadista-02
PP645-0195,Claudia Moreno Gonzalez,645,Colonia Pescadores,Puerto Penasco,6385749368,claudia.51@gmail.com,31.310483,-113.527144,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-22,Brigadista-06
PP645-0196,Oscar Jimenez Martinez,645,Fraccionamiento Penasco,Puerto Penasco,6387179080,oscar.29@gmail.com,31.312685,-113.525613,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-14,Brigadista-10
PP645-0197,Ernesto Bernal Bojorquez,645,Colonia Nuevo Penasco,Puerto Penasco,6387355875,,31.313738,-113.523817,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-11
PP645-0198,Roberto Bernal Moreno,645,Playas de Encanto,Puerto Penasco,,,31.308807,-113.528561,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-01
PP645-0199,Jorge Mendoza Cruz,645,La Marina,Puerto Penasco,6385094127,jorge.56@gmail.com,31.311796,-113.523368,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-29,Brigadista-08
PP645-0200,Eduardo Celaya Hernandez,645,Ejido Coahuila,Puerto Penasco,6389483289,eduardo.56@gmail.com,31.314747,-113.525283,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-25,Brigadista-08
PP645-0201,Miguel Ramos Moreno,645,El Cholla,Puerto Penasco,6385366756,,31.311111,-113.525248,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-05,Brigadista-06
PP645-0202,Guadalupe Lizarraga Cruz,645,Fraccionamiento Penasco,Puerto Penasco,6388618016,guadalupe.25@gmail.com,31.311693,-113.52561,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-10,Brigadista-05
PP645-0203,Carlos Ramirez Lopez,645,Colonia Pescadores,Puerto Penasco,,carlos.31@gmail.com,31.311456,-113.522902,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-03
PP645-0204,Adriana Bojorquez Ramirez,645,Ejido Suviri,Puerto Penasco,6385050605,,31.310904,-113.52453,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-22,Brigadista-06
PP645-0205,Carlos Lopez Gonzalez,645,Ejido Coahuila,Puerto Penasco,,,31.312276,-113.52123,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-14,Brigadista-07
PP645-0206,Oscar Ramirez Reyes,645,Puerto Viejo,Puerto Penasco,6383554438,,31.311225,-113.52264,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-21,Brigadista-10
PP645-0207,Fernando Reyes Bernal,645,Fraccionamiento del Mar,Puerto Penasco,6382625688,fernando.73@gmail.com,31.310845,-113.523456,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-05,Brigadista-01
PP645-0208,Adriana Jimenez Cardenas,645,Ejido Suviri,Puerto Penasco,6386344856,,31.312198,-113.521239,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-01
PP645-0209,Jorge Perez Bojorquez,645,La Marina,Puerto Penasco,,jorge.46@gmail.com,31.311788,-113.527379,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-01,Brigadista-08
PP645-0210,Alejandro Perez Ortiz,645,Fraccionamiento del Mar,Puerto Penasco,6383365639,alejandro.80@gmail.com,31.310232,-113.521346,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-09,Brigadista-09
PP645-0211,Hector Cruz Garcia,645,Los Medanos,Puerto Penasco,,,31.314375,-113.529018,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-16,Brigadista-06
PP645-0212,Fernando Ramirez Acosta,645,La Marina,Puerto Penasco,6382839032,,31.312139,-113.520841,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-14,Brigadista-02
PP645-0213,Miguel Mendoza Sanchez,645,Ejido Coahuila,Puerto Penasco,6382326525,,31.31006,-113.525397,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-29,Brigadista-12
PP645-0214,Sandra Bernal Gonzalez,645,Villa Bonita,Puerto Penasco,6381643521,,31.310548,-113.527861,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-15,Brigadista-12
PP645-0215,Juan Garcia Ramos,645,El Cholla,Puerto Penasco,,,31.313963,-113.526423,Multiplicadores,Visita,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-11,Brigadista-04
PP645-0216,Patricia Lizarraga Jimenez,645,El Cholla,Puerto Penasco,6384331501,,31.309307,-113.52689,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-09
PP645-0217,Margarita Reyes Lopez,645,Colonia Pescadores,Puerto Penasco,,,31.312049,-113.528661,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-23,Brigadista-07
PP645-0218,Diana Reyes Ruiz,645,El Mirador,Puerto Penasco,6385900891,,31.310638,-113.527164,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-15,Brigadista-11
PP645-0219,Carlos Ortiz Sanchez,645,La Marina,Puerto Penasco,6388039619,,31.311531,-113.526069,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-04,Brigadista-04
PP645-0220,Jorge Sanchez Bojorquez,645,Ejido Suviri,Puerto Penasco,6383148454,,31.311421,-113.528227,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-14,Brigadista-08
PP645-0221,Eduardo Rodriguez Cardenas,645,Fraccionamiento del Mar,Puerto Penasco,6386328751,,31.309737,-113.526867,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-07,Brigadista-08
PP645-0222,Leticia Ortiz Valenzuela,645,Las Conchas,Puerto Penasco,6386175949,,31.308654,-113.526931,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-29,Brigadista-10
PP645-0223,Rosa Valenzuela Ramirez,645,Centro,Puerto Penasco,,,31.313545,-113.52447,Multiplicadores,Visita,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-16,Brigadista-07
PP645-0224,Monica Gonzalez Rodriguez,645,Colonia Nuevo Penasco,Puerto Penasco,6387074992,,31.314441,-113.522961,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-25,Brigadista-09
PP645-0225,Francisco Celaya Valenzuela,645,Colonia Pescadores,Puerto Penasco,6384617421,,31.310243,-113.522844,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-30,Brigadista-01
PP645-0226,Leticia Lopez Flores,645,La Marina,Puerto Penasco,6386057767,leticia.90@gmail.com,31.31097,-113.528346,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-05,Brigadista-12
PP645-0227,Ricardo Zazueta Ramirez,645,Fraccionamiento del Mar,Puerto Penasco,6382424664,ricardo.74@gmail.com,31.309119,-113.526826,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-02,Brigadista-12
PP645-0228,Guadalupe Perez Zazueta,645,Colonia Nuevo Penasco,Puerto Penasco,,,31.312367,-113.521839,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-10,Brigadista-05
PP645-0229,Elena Mendoza Acosta,645,Colonia Nuevo Penasco,Puerto Penasco,,elena.93@gmail.com,31.313302,-113.525461,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-20,Brigadista-08
PP645-0230,Eduardo Mendoza Ochoa,645,La Marina,Puerto Penasco,6389945677,,31.309785,-113.525422,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-08,Brigadista-01
PP645-0231,Hector Perez Esquer,645,El Mirador,Puerto Penasco,,,31.314706,-113.522757,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-16,Brigadista-07
PP645-0232,Carlos Ruiz Valenzuela,645,El Cholla,Puerto Penasco,,,31.311503,-113.525265,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-02
PP645-0233,Diana Ortiz Rodriguez,645,Los Medanos,Puerto Penasco,6385228258,,31.31394,-113.525657,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-03,Brigadista-06
PP645-0234,Eduardo Garcia Mendoza,645,Colonia Nuevo Penasco,Puerto Penasco,,,31.312934,-113.528936,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-08
PP645-0235,Jorge Acosta Ochoa,645,Puerto Viejo,Puerto Penasco,6382762343,,31.312685,-113.526464,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-07
PP645-0236,Rosa Lopez Ibarra,645,Los Medanos,Puerto Penasco,6383864241,,31.309617,-113.528176,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-08
PP645-0237,Maria Jimenez Sanchez,645,Colonia Pescadores,Puerto Penasco,6385936253,,31.311107,-113.521446,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-11
PP645-0238,Francisco Torres Jimenez,645,Colonia Nuevo Penasco,Puerto Penasco,6387228596,,31.314288,-113.52638,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-31,Brigadista-08
PP645-0239,Miguel Flores Ochoa,645,Centro,Puerto Penasco,6386329920,,31.314541,-113.520892,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-24,Brigadista-08
PP645-0240,Antonio Cruz Perez,645,Barrio Antiguo,Puerto Penasco,6386553847,antonio.89@gmail.com,31.310389,-113.520527,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-10
PP645-0241,Roberto Bojorquez Garcia,645,Colonia Nuevo Penasco,Puerto Penasco,6385606698,roberto.64@gmail.com,31.312058,-113.526129,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-21,Brigadista-12
PP645-0242,Alejandro Cruz Gonzalez,645,El Cholla,Puerto Penasco,6382727655,,31.311006,-113.523679,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-01,Brigadista-03
PP645-0243,Ricardo Valenzuela Mendoza,645,Los Medanos,Puerto Penasco,6384511583,ricardo.39@gmail.com,31.313662,-113.528348,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-28,Brigadista-02
PP645-0244,Oscar Garcia Cardenas,645,Puerto Viejo,Puerto Penasco,,,31.309252,-113.523764,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-18,Brigadista-03
PP645-0245,Jorge Ruiz Bernal,645,Playas de Encanto,Puerto Penasco,6385039498,,31.312771,-113.525331,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-08,Brigadista-07
PP645-0246,Jorge Hernandez Morales,645,Fraccionamiento Penasco,Puerto Penasco,6385659649,,31.313944,-113.526088,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-09,Brigadista-07
PP645-0247,Rosa Ibarra Bojorquez,645,Fraccionamiento Penasco,Puerto Penasco,6381424388,,31.313609,-113.52488,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-10,Brigadista-08
PP645-0248,Monica Cruz Gastelum,645,Ejido Coahuila,Puerto Penasco,,monica.11@gmail.com,31.311147,-113.526169,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-27,Brigadista-08
PP645-0249,Laura Perez Celaya,645,Fraccionamiento del Mar,Puerto Penasco,6389435472,,31.312241,-113.52752,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-22,Brigadista-05
PP645-0250,Juan Vazquez Mendoza,645,Las Conchas,Puerto Penasco,6381510471,,31.311516,-113.526804,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-15,Brigadista-08
PP645-0251,Oscar Perez Lopez,645,Ejido Coahuila,Puerto Penasco,,oscar.29@gmail.com,31.311594,-113.523609,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-01,Brigadista-12
PP645-0252,Jorge Perez Mendoza,645,Colonia Nuevo Penasco,Puerto Penasco,6381279750,jorge.96@gmail.com,31.31308,-113.525298,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-10,Brigadista-06
PP645-0253,Maria Zazueta Moreno,645,Las Conchas,Puerto Penasco,,maria.74@gmail.com,31.310757,-113.522806,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-12
PP645-0254,Antonio Bernal Moreno,645,Fraccionamiento Penasco,Puerto Penasco,6381054096,antonio.81@gmail.com,31.308585,-113.527719,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-06,Brigadista-02
PP645-0255,Sandra Hernandez Sanchez,645,Puerto Viejo,Puerto Penasco,6384061858,,31.312984,-113.524182,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-26,Brigadista-06
PP645-0256,Maria Morales Celaya,645,Barrio Antiguo,Puerto Penasco,6382363567,,31.313459,-113.520627,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-16,Brigadista-04
PP645-0257,Antonio Ramirez Ruiz,645,Las Conchas,Puerto Penasco,6387363773,,31.314646,-113.523174,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-26,Brigadista-05
PP645-0258,Antonio Mendoza Cruz,645,Fraccionamiento Penasco,Puerto Penasco,6385948143,antonio.66@gmail.com,31.30981,-113.526441,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-31,Brigadista-02
PP645-0259,Diana Esquer Flores,645,Las Conchas,Puerto Penasco,6387470648,diana.82@gmail.com,31.310639,-113.524088,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-28,Brigadista-12
PP645-0260,Manuel Morales Valenzuela,645,Fraccionamiento del Mar,Puerto Penasco,6382522658,,31.312887,-113.523486,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-28,Brigadista-05
PP645-0261,Diana Reyes Ochoa,645,El Cholla,Puerto Penasco,6388839101,,31.314506,-113.52693,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-07,Brigadista-10
PP645-0262,Maria Flores Moreno,645,Los Medanos,Puerto Penasco,6386615543,maria.22@gmail.com,31.312533,-113.522992,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-26,Brigadista-06
PP645-0263,Jose Esquer Acosta,645,Colonia Pescadores,Puerto Penasco,6387699704,,31.309541,-113.525088,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-30,Brigadista-05
PP645-0264,Norma Ruiz Lopez,645,El Mirador,Puerto Penasco,,,31.311541,-113.523889,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-13,Brigadista-09
PP645-0265,Norma Martinez Flores,645,Fraccionamiento Penasco,Puerto Penasco,6386042941,,31.310103,-113.525454,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-09
